Issue_Key,Issue_Type,Reporter,Summary,Category,Problem_Category,Impact,Urgency,Priority,Close_Code,Status,Assigned_To,Parent_Incident,Description_(Workaround),Date_Created,Resolution_time_(in sec),Date_Resolved,Resolution
INC-0311292,[System] Incident,IA SRS Integration,"Logon       Error: 17836, Severity: 20, State: 17.     Length specified in network packet payload did not match number of bytes read; the connection has been cl",Hardware,Connection Issue,Moderate / Limited,Low,Medium,Cancelled,Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2022-07-16 18:50,49100,2022-07-17 08:28,Done
INC-0311304,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Cancelled,Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2022-07-16 19:23,47070,2022-07-17 08:27,Done
INC-0311309,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-16 19:25,35992,2022-07-17 05:24,Done
INC-0311319,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Cancelled,Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2022-07-16 19:33,46588,2022-07-17 08:29,Done
INC-0311321,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Cancelled,Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2022-07-16 19:55,45215,2022-07-17 08:28,Done
INC-0311322,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-16 19:55,34076,2022-07-17 05:22,Done
INC-0311323,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-16 19:56,34157,2022-07-17 05:25,Done
INC-0311358,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Cancelled,Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2022-07-16 22:38,35401,2022-07-17 08:28,Done
INC-0311365,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Cancelled,Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2022-07-16 23:21,32878,2022-07-17 08:28,Done
INC-0311703,[System] Incident,IA SRS Integration,ALERT9-17: Unable to stat file 'D:\Program Files\Microsoft SQL Server\MSSQL12.EBI_PP\MSSQL\Log\ERRORLOG'. (Invalid argument),Hardware,Path Unavailable,Minor / Localized,Low,Low,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-17 13:39,72772,2022-07-18 09:51,Done
INC-0311760,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database EAML_TUNING for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-17 15:18,66718,2022-07-18 09:49,Done
INC-0311815,[System] Incident,IA SRS Integration,ALERT-3233: Database REGRPT_JUNE2020_DRYRUN20200716 has not been backed up for 876000.00 hours >=168 hours for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3233-A,Hardware,Backup Missing,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-17 18:59,53185,2022-07-18 09:45,Done
INC-0311828,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-17 20:05,49547,2022-07-18 09:50,Done
INC-0311829,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-17 20:09,49260,2022-07-18 09:50,Done
INC-0311830,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-17 20:09,49360,2022-07-18 09:51,Done
INC-0311833,[System] Incident,IA Vendor,IA - Incident- Trace: Request to provide Trace prod server DB dump,Software,User Request,Moderate / Limited,Low,Medium,Solved (Work Around),Closed,Anjenett Granada,No Parent Incident,Capture trace of database activity. Setup custom trace.,2022-07-17 20:32,585827,2022-07-24 15:15,Done
INC-0311834,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-17 20:34,47855,2022-07-18 09:51,Done
INC-0311842,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-17 20:40,47497,2022-07-18 09:51,Done
INC-0311851,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-17 21:05,45631,2022-07-18 09:45,Done
INC-0311856,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-17 21:47,43443,2022-07-18 09:51,Done
INC-0311876,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-18 00:22,34162,2022-07-18 09:51,Done
INC-0311877,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-18 00:22,34141,2022-07-18 09:51,Done
INC-0311878,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_engmt_history_AperioIA101_PROD, Job id = BD4846F5-0D58-4175-8FF9-330A32179C09, run date = 20200718, runtime = 0 f",Hardware,Job Failure,Minor / Localized,Low,Low,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-18 00:22,34139,2022-07-18 09:50,Done
INC-0311880,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-18 00:26,33921,2022-07-18 09:51,Done
INC-0311881,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-18 00:30,33663,2022-07-18 09:51,Done
INC-0311882,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-18 00:32,33605,2022-07-18 09:52,Done
INC-0311901,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_workflow_AperioIA101_PROD, Job id = 0F90EDE6-C356-4B0D-98CD-7B19AF33E5B8, run date = 20200718, runtime = 20001 fo",Hardware,Job Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-18 02:06,27920,2022-07-18 09:51,Done
INC-0311903,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-18 02:22,26971,2022-07-18 09:51,Done
INC-0311914,[System] Incident,IA SRS Integration,ALERT-3030: Cannot connect to MS SQL Server IALDMSVSCL28FI1\NONPROD. [Policy: ALERTMON-ALERT-3030-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-18 02:57,24830,2022-07-18 09:50,Done
INC-0311954,[System] Incident,IA SRS Integration,"spid20s     Error: 33206, Severity: 17, State: 1.   SQL Server Audit failed to create the audit file 'L:\Program Files\Microsoft SQL Server\MSSQL12.BIDWSQL2014\",Hardware,Audit Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-18 09:13,2305,2022-07-18 09:51,Done
INC-0311963,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database EAML_TUNING for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2022-07-18 10:18,112031,2022-07-19 17:25,Done
INC-0311974,[System] Incident,IA SRS Integration,ALERT9-17: Unable to stat file 'D:\Program Files\Microsoft SQL Server\MSSQL12.EBI_PP\MSSQL\Log\ERRORLOG'. (Invalid argument),Hardware,Path Unavailable,Minor / Localized,Low,Low,Solved (Work Around),Closed,Arriane Esienrica,No Parent Incident,Check directory rights,2022-07-18 11:44,172158,2022-07-20 11:33,Done
INC-0311975,[System] Incident,IA SRS Integration,"spid20s     Error: 33206, Severity: 17, State: 1.   SQL Server Audit failed to create the audit file 'L:\Program Files\Microsoft SQL Server\MSSQL12.BIDWSQL2014\",Hardware,Audit Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check directory rights,2022-07-18 12:08,106913,2022-07-19 17:49,Done
INC-0312086,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = DBA_-_MaintenancePlan.Optimise&IntegrityChecks_IBPRODdbs, Job id = 0C7D08E2-3B3D-49C9-B6AD-D92094A6A854, run date = 202007",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2022-07-19 05:45,42580,2022-07-19 17:34,Done
INC-0312140,[System] Incident,IA SRS Integration,ALERT-3030: Cannot connect to MS SQL Server IAFTMSPDSQ08. [Policy: ALERTMON-ALERT-3030-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2022-07-19 17:58,0,2022-07-19 17:58,Done
INC-0312189,[System] Incident,IA SRS Integration,ALERT-3234: The transaction log for database applogin has not been backed up for 48.82 hours >=48 hours for IAFTMSPDSQ02. [Policy: ALERTMON-ALERT-3234-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run transaction log backup job or script,2022-07-20 02:10,15282,2022-07-20 06:24,Done
INC-0312190,[System] Incident,IA SRS Integration,ALERT-3234: The transaction log for database ReportServerTempDB has not been backed up for 48.82 hours >=48 hours for IAFTMSPDSQ02. [Policy: ALERTMON-ALERT-3234-AR,Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run transaction log backup job or script,2022-07-20 02:10,15281,2022-07-20 06:24,Done
INC-0312198,[System] Incident,IA SRS Integration,ALERT-3234: The transaction log for database Brio has not been backed up for 48.82 hours >=48 hours for IAFTMSPDSQ02. [Policy: ALERTMON-ALERT-3234-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run transaction log backup job or script,2022-07-20 02:10,15267,2022-07-20 06:24,Done
INC-0312201,[System] Incident,IA SRS Integration,ALERT-3234: The transaction log for database ReportServer has not been backed up for 48.82 hours >=48 hours for IAFTMSPDSQ02. [Policy: ALERTMON-ALERT-3234-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run transaction log backup job or script,2022-07-20 02:10,15262,2022-07-20 06:24,Done
INC-0312208,[System] Incident,IA SRS Integration,ALERT-3234: The transaction log for database SSRS_REPORTING has not been backed up for 48.82 hours >=48 hours for IAFTMSPDSQ02. [Policy: ALERTMON-ALERT-3234-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run transaction log backup job or script,2022-07-20 02:11,15284,2022-07-20 06:25,Done
INC-0312211,[System] Incident,IA SRS Integration,ALERT-3234: The transaction log for database Infolease_Reporting has not been backed up for 48.82 hours >=48 hours for IAFTMSPDSQ02. [Policy: ALERTMON-ALERT-3234-A,Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run transaction log backup job or script,2022-07-20 02:11,15245,2022-07-20 06:25,Done
INC-0312223,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_workflow_AperioIA101_TR_PROD, Job id = 1B8865A9-F271-43E9-9C94-AC11231BE9E1, run date = 20200720, runtime = 20000",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Arriane Esienrica,No Parent Incident,Rerun Job,2022-07-20 02:14,24318,2022-07-20 08:59,Done
INC-0312302,[System] Incident,Charito Caltec,DQS Error - SQL Server Data Quality Services,Inquiry / Help,Data Quality Issue,Minor / Localized,Low,Low,Solved (Permanently),Closed,Anjenett Granada,No Parent Incident,Ensure DQS service is running. Restart DQS service if necessary. Check and look for specific errors. Code fix. Recreate DQS operations if necessary.,2022-07-20 08:49,1899659,2022-08-11 08:29,Done
INC-0312587,[System] Incident,IA SRS Integration,ALERT9-17: Unable to stat file 'D:\Program Files\Microsoft SQL Server\MSSQL12.EBI_PP\MSSQL\Log\ERRORLOG'. (Invalid argument),Hardware,Path Unavailable,Minor / Localized,Low,Low,Solved (Permanently),Closed,Anjenett Granada,No Parent Incident,Check directory rights,2022-07-20 15:16,159418,2022-07-22 11:32,Done
INC-0312753,[System] Incident,IA SRS Integration,"TDF_MON: Filesystem 'H:' diskspace utilization exceeds threshold 3 Days, to be 100% full, date expected to be filled  20200721-01:38 E. Australia STannerdard Time",Hardware,High Disk Usage,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check disk space and Increase disk space by 20% from original size. Clear cache or unnecessary files. Reconfigure disk limit if necessary.,2022-07-21 01:33,5589,2022-07-21 03:06,Done
INC-0312761,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_workflow_AperioIA101_PROD, Job id = 0F90EDE6-C356-4B0D-98CD-7B19AF33E5B8, run date = 20200721, runtime = 20000 fo",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Anjenett Granada,No Parent Incident,Rerun Job,2022-07-21 02:06,108191,2022-07-22 08:09,Done
INC-0313084,[System] Incident,IA SRS Integration,ALERT-3030: Cannot connect to MS SQL Server IAFTMSPDSQ08. [Policy: ALERTMON-ALERT-3030-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2022-07-21 15:08,219,2022-07-21 15:11,Done
INC-0313335,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_event_case_AperioIA101_TR_PROD, Job id = 0C416E62-2FE9-4725-BFE4-9AE73826866C, run date = 20200722, runtime = 100",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2022-07-22 01:06,25414,2022-07-22 08:09,Done
INC-0314243,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_engmt_history_AperioIA101_PROD, Job id = BD4846F5-0D58-4175-8FF9-330A32179C09, run date = 20200724, runtime = 0 f",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Neil Bohol Leban,No Parent Incident,Rerun Job,2022-07-24 00:12,233936,2022-07-26 17:10,Done
INC-0314259,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_event_case_AperioIA101_PROD, Job id = CCCCAF1C-CFE6-423A-BB97-38DBE5D9D00F, run date = 20200724, runtime = 10000 ",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Phoebe Amazo,No Parent Incident,Rerun Job,2022-07-24 01:15,547507,2022-07-30 09:20,Done
INC-0314646,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-24 23:24,103918,2022-07-26 04:15,Done
INC-0314648,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-24 23:26,103817,2022-07-26 04:16,Done
INC-0314651,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-24 23:32,103497,2022-07-26 04:16,Done
INC-0314653,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-24 23:32,103415,2022-07-26 04:15,Done
INC-0314654,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-24 23:32,103383,2022-07-26 04:15,Done
INC-0314656,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-24 23:32,103418,2022-07-26 04:15,Done
INC-0314658,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-24 23:32,103453,2022-07-26 04:16,Done
INC-0314677,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 00:19,100641,2022-07-26 04:16,Done
INC-0314680,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 00:43,99179,2022-07-26 04:15,Done
INC-0314691,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = amc_ddf_event_case_AperioIA101_TR_PROD, Job id = 0C416E62-2FE9-4725-BFE4-9AE73826866C, run date = 20200725, runtime = 100",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2022-07-25 01:11,144258,2022-07-26 17:15,Done
INC-0314692,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 01:20,96962,2022-07-26 04:16,Done
INC-0314698,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 02:17,93563,2022-07-26 04:16,Done
INC-0314703,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 02:58,91093,2022-07-26 04:16,Done
INC-0314718,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 04:19,86231,2022-07-26 04:16,Done
INC-0314727,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 05:20,82536,2022-07-26 04:15,Done
INC-0314811,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'L:' EDDH Flat LOWER THAN THRESHOLD 10.0% (419404.00 MB),Hardware,Insufficient Disk Space,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2022-07-25 18:12,13132,2022-07-25 21:50,Done
INC-0314824,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 19:12,32657,2022-07-26 04:16,Done
INC-0314833,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 21:37,23923,2022-07-26 04:15,Done
INC-0314834,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 21:38,23909,2022-07-26 04:16,Done
INC-0314835,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 21:39,23877,2022-07-26 04:16,Done
INC-0314840,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 21:41,23675,2022-07-26 04:15,Done
INC-0314848,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 22:03,22409,2022-07-26 04:16,Done
INC-0314852,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 22:35,20478,2022-07-26 04:16,Done
INC-0314856,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2022-07-25 23:05,18648,2022-07-26 04:15,Done
